,airline_sentiment,text
2500,negative,@JetBlue what is going on with your BDL to DCA flights yesterday and today?! Why is every single one getting delayed?
6326,neutral,@AmericanAir Why is your cover photo of TWA? Just wondering.
6829,neutral,"@USAirways if there are empty first class seats on my flight at check in, why wouldn't I be automatically upgraded?"
164,positive,@united finally got through and they were very helpful. Appreciate it!
3460,negative,@SouthwestAir having trouble with Wifi. No matter what I get redirected back to getconnected page even though it says I'm connected.
6479,neutral,@SouthwestAir are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23
3870,negative,"@united reFlight Booking Problems would not have made me reach on time for my meeting. Also didn't wanna take a chance, Booked myself on @etihad instead"
3074,negative,"@united all good, didn't die or anything. As they say ""you get what you pay for""!"
2526,negative,"@JetBlue backlog is an hour at most, this is over two!  Unacceptable!!"
3149,negative,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years."
2613,negative,@AmericanAir keep trying to call to change reservation and you keep hanging up on me
5005,neutral,@SouthwestAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/iQnVyFPg4P
1142,positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
6205,neutral,@SouthwestAir's CEO Kelly draws record crowd to @BWI_Airport Business Partnership breakfast http://t.co/hrvuKtpvn1 http://t.co/MY3dnVBZAZ
3567,negative,@united Was just hung up on by customer service after waiting 30 min on hold...guess that vacation's not happening? Website wasn't working.
3157,negative,@SouthwestAir  3 flights yesterday; no treats but nuts and pretzels. Also no origami in the magazine. New policies? #OldPoliciesWayBetter
6038,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why
4213,negative,@SouthwestAir I don't want to be too whiny. We accommodated several passengers whose earlier flight was Cancelled Flightled. Our flight was very long.
460,positive,@AmericanAir I hope you like the photo :) http://t.co/p7fSLuxEGW
6681,neutral,@USAirways You need to contact me ASAP. #Furious
5155,neutral,@united found the flight on @airfarewatchdog
4552,negative,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!
4762,neutral,@united for a fee...
2679,negative,@united My bag is lost and I can't get ahold of anyone that can help
5219,neutral,.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.
2611,negative,@USAirways how does that help me when I get no response from there??? #usairwayssucks
4974,neutral,um wut “@JetBlue: Our fleet's on fleek. http://t.co/M4UWcPxtXJ”
4905,neutral,@AmericanAir Educate Bohol is a 501(c)(3) w/all volunteer staff. I can help the kids or buy a plane ticket--I can't do both. Can you help?
6410,neutral,@JetBlue yup! He said there would be flight change fee. But the plane should be here in 45 minutes apparently.
1774,positive,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”"
6398,neutral,@JetBlue check DM please :)
532,positive,@united just confirmed a seat! Crisis averted! Beers won't be missed now
4584,negative,@USAirways testing my patience this evening (or shall I say morning?). We waited an hour at the gate for you to find a gate agent.  130am
860,positive,@JetBlue your blue helped bring out the color of my eyes. And I promise I didn't eat all the free snacks.
1160,positive,@AmericanAir I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.
4338,negative,@united you guys are complete ass
840,positive,@united you too!
1489,positive,@southwestair #fattuesday Great job celebrating #mardigras today at Atlanta Airport. Another reason I'm nuts for you! http://t.co/8WBzOrRn3C
1133,positive,"@JetBlue well, the last update was in the right direction, at least! I'll keep my fingers crossed."
2537,negative,"@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Monday, Flightaware says. http://t.co/atwyiFh6Zy"
3073,negative,@AmericanAir now down to only one agent helping a stagnant line of almost 100 customers. Super.
1464,positive,@SouthwestAir think you have great people working for you.
3575,negative,@USAirways If my flight is going to be Cancelled Flightled every week I might as well be in business class.
4237,negative,@AmericanAir I need to rebook and I cannot get an agent. Can you help?
1613,positive,@JetBlue Wish Everyone felt like you
380,positive,@AmericanAir I ended up on a flight to LA my fourth time on standby. Thanks! http://t.co/NA5G5EAKPA
1316,positive,@USAirways FA attendant on 4553 PHL to PWM tonight was fab!  An asset to your team.  From 1F. Have a great night team!
6517,neutral,"@JetBlue and of course that was supposed to say Logan, not login"
5807,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/Of7PFvQpOY
3953,negative,@united DEN-PHX flight tomorrow Cancelled Flighted. Asked for overnight 2nite in LAX/SNA. Told not without paying. That's wrong
5404,neutral,@AmericanAir I can't get ahold of aadvantage reservations.  I need to ticket a reservation that Cancelled Flights soon.  can you help?
5246,neutral,@USAirways Will you pick up your phone then?
47,positive,"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)"
6762,neutral,@USAirways @AmericanAir  ..off to vegas http://t.co/AygAOeB6Uu
1036,positive,@united thnx ^LO :-)
4110,negative,@USAirways What a great way to kick someone when they are down. Cancelled Flight a noon flight and rebook me on one two hours south from here tomorrow
4140,negative,@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website
5604,neutral,@AmericanAir what about flight 1239?
5314,neutral,@SouthwestAir thanks!!
6572,neutral,@JetBlue There's a large family of birds inside T5. Are they fed? Are they there for a purpose?
4978,neutral,@AmericanAir Can you respond to my DM?
4612,negative,@JetBlue 118 to Boston still sitting
465,positive,"@JetBlue she helped me with my problem so easily and was so nice, you guys rock!"
6103,neutral,@SouthwestAir no thanks
3299,negative,@USAirways I cant get anyone on the phone to help with award travel.Purchased extra miles and 10 minutes Late Flightr the miles needed was raised.
1325,positive,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons
5041,neutral,@AmericanAir  Yes I do bit you don't follow me so I can't DM you
2145,positive,@SouthwestAir following. Thank you.
6502,neutral,"@SouthwestAir snapchat, iMessage, instagram......"
2235,positive,@united he is so excellent and so reliable :) #happycustomer
122,positive,@SouthwestAir please acknowledge Attendant Jeff Wernicke. Beat in class and service on SW
1478,positive,@JetBlue saved the day:) @Expedia lost a costumer #jetblue #makingthingseasy #feelbetter
2134,positive,@USAirways we called and were able to get rescheduled. Thank you for the quick responses today!!
4266,negative,@USAirways- can you tell me what the policy is for preboarding with small children? Is that still a thing?
5102,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂
6150,neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH
3702,negative,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest
1117,positive,@JetBlue thanks for a speedy flight time recovery.
4175,negative,@AmericanAir just messaged you. Please have someone contact us immediately.
5450,neutral,@JetBlue woof.
6198,neutral,@united on a flight at 11:30 tomorrow.
4770,neutral,"@AmericanAir Embassy Suites
13341 Woodland Park Drive
Herndon, Virginia, 20171 
US 
+1-703-464-0200"
6445,neutral,@SouthwestAir especially if it's your mom! #IChangedYourDiaper
646,positive,@SouthwestAir All pieces were found and safely delivered to our home this afternoon.
6817,neutral,@SouthwestAir hey I'm flying from Tampa to Denver today and I want to know if there will be tv's in the seats like @JetBlue
2692,negative,@united What is the point of a UPC code on checked baggage if you can't tell me where my luggage is? Vacation- day 3: trying on swimsuits...
4454,negative,@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh
4059,negative,"@AmericanAir @SeguineJ AA - this is a joke, right? That line isn't even accepting calls right now - they just hang up."
5691,neutral,"@united is hiring - Flight Dispatcher - Chicago, IL (Network Operations Centerl) https://t.co/lio6oCpTEQ"
1920,positive,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR
2437,negative,@AmericanAir What's with your baggage handlers calling out at DFW today? No luggage onboard the planes.
6712,neutral,@AmericanAir done
2724,negative,"@AmericanAir I have ""continued contacting"" your phone reps for 7 hours and am still unable to get through. That's absurd and I am livid."
3708,negative,@united received hotel but no food.  Also email for 3750 miles.  Last trip had 3 hr delay and 5000 miles - so less for Cancelled Flightlation?
3780,negative,@JetBlue nope. None to be found
6107,neutral,@united where is my flight voucher?
3069,negative,"@USAirways @msscottwg  ""That's unusual"" means we screwed up but will never admit to it!  #GoingForGreatnessFAIL"
3648,negative,@AmericanAir Bad weather happens. But not being able to get through to a reservations rep for over 6 hours is just crazy. #frustrated
1798,positive,Keep it up :) @AmericanAir
4507,negative,"@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute."
2498,negative,@VirginAmerica I have no interesting flying with you after this. I will Cancelled Flight my next four flights I planned.#neverflyvirginforbusiness
5146,neutral,@AmericanAir on our way now
